dividend_payout_ratio,forward_eps,g_revenue,price_to_forward_earnings,price_to_book,debt_to_equity,return_on_assets,return_on_equity,gross_margin,ebitda_margin,fifty_two,log_mktcap,analyst_rating
-0.7259036046159782,-0.2849973579324877,0.44032764065207547,-0.09797226875215555,-0.3508562877118175,-0.12190709425657582,-0.13318513300645496,0.0032117593199215153,-0.3763551487772268,-0.36497630331156666,-0.279852032565174,-1.9472588498713375,0
-0.7259036046159782,-0.3573568766009068,-0.038457755541458305,-0.001508763198740025,-0.19002960013945916,-0.083103021544414,0.3047323479396782,0.11254839855905154,0.16289042315351904,-0.16547247711382673,-0.14211893987918578,-0.6156861460464375,1
0.4992447855915392,0.08449805654454629,-0.04440540021466991,-0.03180761262516761,-0.2751048374334828,-0.12190709425657582,-0.014498868185251392,0.11020571225451135,-1.3491856036834988,-0.38433593410109734,-0.010916819450425679,-0.12050742300218473,0
-0.7259036046159782,-0.6298597447777194,0.20911295398097446,-0.26054828094989735,-0.24377234280106522,-0.09059026241018714,-0.7874308577011193,-0.33505623771580956,1.301261640489318,-0.8003544401468198,-1.5752179564150897,-0.07616717600959982,0
-0.7259036046159782,-0.4481911659931777,-0.15815410458984172,0.49606248824687454,-0.24294373614415243,-0.10736282919396949,-0.5455998088566419,-0.17490249193545696,0.256890565000966,-0.41640032023858203,-0.8192511339534893,-0.24087993143739198,0
2.0386808897917086,1.0297904919149583,-0.13138970356038956,-0.01301424281096995,0.3983050248834446,0.01746177949978727,0.7562038349783591,0.5304791581778012,0.3739961746197773,0.497274540686814,-0.5852157609341142,1.953164536278842,0
-0.7259036046159782,-0.5020759139377451,0.09016006051674255,-0.5720306222026919,0.2557878287599109,-0.028642003735276443,-1.5320956243195487,-0.6554347194120558,0.8128551871373333,-1.3487586470043549,-0.37911450192816265,0.030197300012994137,1
1.499549986608019,-0.3927668538216226,-0.16633211601550768,-0.08344863783088173,-0.35029554029717525,-0.09875261251029675,-0.34719491074493036,0.15348603155596896,-1.2679938161322213,-0.3038012994405781,-0.8990105367325248,-1.6428944485216235,0
0.7786572949080628,-0.07253749460819317,-0.14179808173850983,-0.009083475555346913,-0.015327276701045401,-0.10543310519516888,0.7944580827491114,0.25430386754504475,0.08708032722075294,0.30043977961419716,-0.1544381460474631,0.631122955952193,1
-0.7259036046159782,-0.4358746521772766,-0.21093945106459466,0.11774406627782324,0.013023679168325994,-0.11874775953902732,-0.6214840824618543,-0.2555946008352987,1.413416093819099,-0.5555476456306456,-0.35314420552962894,-0.5948660841393215,0
0.6416180149710979,-0.25882476607369775,-0.1128033139566033,0.11356558897955728,0.4010307046759209,-0.12190709425657582,0.9233098030958186,0.1980441851288527,-0.4805806123336781,0.28211215372608306,0.607938943483686,0.19757400623192306,0
-0.20646698100064265,-0.006336232847724555,0.003175757171022898,-0.026846893086976686,-0.266402337956361,-0.09853860729549074,0.25051656433048664,0.07937234188292057,-0.7758560565914012,-0.12266064967387771,-0.06157707252098794,-0.031245624082018985,1
-0.5285505114414313,0.22921709388138467,-0.10834258045169459,-0.0416899395895532,-0.23170401556284337,-0.09349514419191819,0.8834504819920277,0.10397042384785503,0.366103026912627,0.18894393740207088,0.45712205105366716,0.4057229145585716,1
2.039091187282716,0.09219587767948453,-0.0756305347490308,0.02715389620917779,0.005980504383032637,-0.07596877897110439,0.23571423920439016,0.09730918279626384,0.7610474358231284,0.49503252478596865,0.11841158458718658,2.1642878332558246,1
-0.7259036046159782,0.3000370483228162,-0.021358277105974953,0.11097767090247214,0.3253054045422131,-0.12096503006356381,1.236299103038339,0.2662893687622062,1.622728019835075,0.7663164843757934,-1.2213948201876539,0.7605239119306334,1
1.4966779041709672,-0.13873875636866173,-0.10536875811508879,-0.007897074824794036,-0.26859665125119686,-0.07609306378657592,0.15991909175453198,0.044042921311554635,-0.9520167622373461,-0.2149747647023297,0.5530081020357681,0.1965450525386764,1
-0.7259036046159782,-0.4420329090852272,-0.2964368432420114,-0.11291961422005538,-0.39854963753039024,-0.03550708511058262,0.8190692071890363,0.4696050932880697,1.169840731165266,2.792564867492369,-2.060734756245032,-1.7645296656283223,1
-0.7259036046159782,-0.1187244214178224,0.07752131558616789,0.07112894746362709,0.03516551826890175,-0.11915370757536037,0.06325799989224652,0.03824538765986687,0.37553885446119584,-0.0895642244709246,1.1056321759859766,0.2439165440735533,0
-0.7259036046159782,-0.4635868082630541,-0.7670442280098791,-2.0226858187729024,-0.3438594458426893,-0.12190709425657582,-0.30688973593751756,-0.20965216328274527,0.01704650853596792,-0.4136956661359751,-0.535910908219841,-1.1746935575441366,0
